dateTime,id,value
2024-04-15 00:00:00,10006,0.5936833268413194
2024-04-15 00:00:00,10006,0.593683326841337
2024-04-15 00:00:00,10006,0.593683326841337
2024-04-15 00:00:01,10006,0.5936725031589694
2024-04-15 00:00:02,10006,0.5936613916938582
2024-04-15 00:00:02,10006,0.5936613916938549
2024-04-15 00:00:02,10006,0.5936613916938549
2024-04-15 00:00:03,10006,0.5935471517893607
2024-04-15 00:00:04,10006,0.5934329244966547
2024-04-15 00:00:05,10006,0.5933186941648698
2024-04-15 00:00:06,10006,0.5932044731582066
2024-04-15 00:00:07,10006,0.5930902515890876
2024-04-15 00:00:08,10006,0.5929760269798169
2024-04-15 00:00:09,10006,0.5928618092476501
2024-04-15 00:00:10,10006,0.5927475934070445
2024-04-15 00:00:10,10006,0.5926936839410486
2024-04-15 00:00:10,10006,0.5926936839410486
2024-04-15 00:00:11,10006,0.5926333678087499
2024-04-15 00:00:12,10006,0.5925191489009444
2024-04-15 00:00:13,10006,0.5924049403494236
2024-04-15 00:00:14,10006,0.5922907416346707
2024-04-15 00:00:15,10006,0.5921765322233438
2024-04-15 00:00:16,10006,0.5920623404054449
2024-04-15 00:00:17,10006,0.5919481301331685
2024-04-15 00:00:18,10006,0.5918339452164516
2024-04-15 00:00:19,10006,0.5917197399250868
2024-04-15 00:00:20,10006,0.5916055560708908
2024-04-15 00:00:20,10006,0.5914977589216417
2024-04-15 00:00:20,10006,0.5914977589216417
2024-04-15 00:00:21,10006,0.5914913573042384
2024-04-15 00:00:22,10006,0.5913771489218623
2024-04-15 00:00:23,10006,0.5912629516017298
2024-04-15 00:00:24,10006,0.5911487654994099
2024-04-15 00:00:25,10006,0.5910345745105762
2024-04-15 00:00:26,10006,0.590920388124197
2024-04-15 00:00:27,10006,0.590806203470643
2024-04-15 00:00:28,10006,0.5906920167995852
2024-04-15 00:00:29,10006,0.5905778384852737
2024-04-15 00:00:30,10006,0.5904636515289396
2024-04-15 00:00:31,10006,0.5903494795578332
2024-04-15 00:00:31,10006,0.5903019885345773
2024-04-15 00:00:31,10006,0.5903019885345773
2024-04-15 00:00:32,10006,0.5902352903329708
2024-04-15 00:00:33,10006,0.5901211070635012
2024-04-15 00:00:34,10006,0.5900069298645488
2024-04-15 00:00:35,10006,0.5898927749284216
2024-04-15 00:00:36,10006,0.5897785995618687
2024-04-15 00:00:37,10006,0.5896644460541223
2024-04-15 00:00:38,10006,0.5895502826905084
2024-04-15 00:00:39,10006,0.5894361204412039
2024-04-15 00:00:40,10006,0.5893219690877799
2024-04-15 00:00:41,10006,0.5892077980902737
2024-04-15 00:00:41,10006,0.5891064545576509
2024-04-15 00:00:41,10006,0.5891064545576509
2024-04-15 00:00:42,10006,0.5890936552483098
2024-04-15 00:00:43,10006,0.5889794826377438
2024-04-15 00:00:44,10006,0.5888653212747412
2024-04-15 00:00:45,10006,0.5887511688939531
2024-04-15 00:00:46,10006,0.5886370138944425
2024-04-15 00:00:47,10006,0.588522861237286
2024-04-15 00:00:48,10006,0.5884087126052462
2024-04-15 00:00:49,10006,0.5882945596712094
2024-04-15 00:00:50,10006,0.5881804174106142
2024-04-15 00:00:51,10006,0.5880662641991903
2024-04-15 00:00:51,10006,0.587990135089525
2024-04-15 00:00:52,10006,0.5879110493951799
2024-04-15 00:00:00,10007,-0.5936833268413194
2024-04-15 00:00:00,10007,-0.593683326841337
2024-04-15 00:00:00,10007,-0.593683326841337
2024-04-15 00:00:01,10007,-0.5936725031589694
2024-04-15 00:00:02,10007,-0.5936613916938582
2024-04-15 00:00:02,10007,-0.5936613916938549
2024-04-15 00:00:02,10007,-0.5936613916938549
2024-04-15 00:00:03,10007,-0.5935471517893607
2024-04-15 00:00:04,10007,-0.5934329244966547
2024-04-15 00:00:05,10007,-0.5933186941648698
2024-04-15 00:00:06,10007,-0.5932044731582066
2024-04-15 00:00:07,10007,-0.5930902515890876
2024-04-15 00:00:08,10007,-0.5929760269798169
2024-04-15 00:00:09,10007,-0.5928618092476501
2024-04-15 00:00:10,10007,-0.5927475934070445
2024-04-15 00:00:10,10007,-0.5926936839410486
2024-04-15 00:00:10,10007,-0.5926936839410486
2024-04-15 00:00:11,10007,-0.5926333678087499
2024-04-15 00:00:12,10007,-0.5925191489009444
2024-04-15 00:00:13,10007,-0.5924049403494236
2024-04-15 00:00:14,10007,-0.5922907416346707
2024-04-15 00:00:15,10007,-0.5921765322233438
2024-04-15 00:00:16,10007,-0.5920623404054449
2024-04-15 00:00:17,10007,-0.5919481301331685
2024-04-15 00:00:18,10007,-0.5918339452164516
2024-04-15 00:00:19,10007,-0.5917197399250868
2024-04-15 00:00:20,10007,-0.5916055560708908
2024-04-15 00:00:20,10007,-0.5914977589216417
2024-04-15 00:00:20,10007,-0.5914977589216417
2024-04-15 00:00:21,10007,-0.5914913573042384
2024-04-15 00:00:22,10007,-0.5913771489218623
