dateTime,id,value
2024-04-15 00:00:00,10006,0.5841033202162672
2024-04-15 00:00:00,10006,0.5841033202162521
2024-04-15 00:00:00,10006,0.5841033202162521
2024-04-15 00:00:01,10006,0.5840206030972125
2024-04-15 00:00:02,10006,0.5839380053242429
2024-04-15 00:00:02,10006,0.5839380053242182
2024-04-15 00:00:02,10006,-8.881784197001252e-16
2024-04-15 00:00:03,10006,-8.881784197001252e-16
2024-04-15 00:00:04,10006,-8.881784197001252e-16
2024-04-15 00:00:05,10006,-8.881784197001252e-16
2024-04-15 00:00:06,10006,-8.881784197001252e-16
2024-04-15 00:00:07,10006,-8.881784197001252e-16
2024-04-15 00:00:08,10006,-8.881784197001252e-16
2024-04-15 00:00:09,10006,-8.881784197001252e-16
2024-04-15 00:00:10,10006,-8.881784197001252e-16
2024-04-15 00:00:10,10006,-8.881784197001252e-16
2024-04-15 00:00:10,10006,-8.881784197001252e-16
2024-04-15 00:00:11,10006,-8.881784197001252e-16
2024-04-15 00:00:12,10006,-8.881784197001252e-16
2024-04-15 00:00:13,10006,-8.881784197001252e-16
2024-04-15 00:00:14,10006,-8.881784197001252e-16
2024-04-15 00:00:15,10006,-8.881784197001252e-16
2024-04-15 00:00:16,10006,-8.881784197001252e-16
2024-04-15 00:00:17,10006,-8.881784197001252e-16
2024-04-15 00:00:18,10006,-8.881784197001252e-16
2024-04-15 00:00:19,10006,-8.881784197001252e-16
2024-04-15 00:00:20,10006,-8.881784197001252e-16
2024-04-15 00:00:20,10006,-8.881784197001252e-16
2024-04-15 00:00:20,10006,-8.881784197001252e-16
2024-04-15 00:00:21,10006,-8.881784197001252e-16
2024-04-15 00:00:22,10006,-8.881784197001252e-16
2024-04-15 00:00:23,10006,-8.881784197001252e-16
2024-04-15 00:00:24,10006,
2024-04-15 00:00:31,10006,-8.881784197001252e-16
2024-04-15 00:00:31,10006,-8.881784197001252e-16
2024-04-15 00:00:32,10006,-8.881784197001252e-16
2024-04-15 00:00:33,10006,-8.881784197001252e-16
2024-04-15 00:00:34,10006,-8.881784197001252e-16
2024-04-15 00:00:34,10006,-8.881784197001252e-16
2024-04-15 00:00:34,10006,-8.881784197001252e-16
2024-04-15 00:00:35,10006,
2024-04-15 00:00:31,10006,-8.881784197001252e-16
2024-04-15 00:00:31,10006,-8.881784197001252e-16
2024-04-15 00:00:32,10006,-8.881784197001252e-16
2024-04-15 00:00:33,10006,-8.881784197001252e-16
2024-04-15 00:00:34,10006,-8.881784197001252e-16
2024-04-15 00:00:34,10006,-8.881784197001252e-16
2024-04-15 00:00:34,10006,-8.881784197001252e-16
2024-04-15 00:00:35,10006,-8.881784197001252e-16
2024-04-15 00:00:36,10006,-8.881784197001252e-16
2024-04-15 00:00:37,10006,-8.881784197001252e-16
2024-04-15 00:00:38,10006,-8.881784197001252e-16
2024-04-15 00:00:39,10006,-8.881784197001252e-16
2024-04-15 00:00:40,10006,-8.881784197001252e-16
2024-04-15 00:00:41,10006,-8.881784197001252e-16
2024-04-15 00:00:41,10006,-8.881784197001252e-16
2024-04-15 00:00:41,10006,-8.881784197001252e-16
2024-04-15 00:00:42,10006,-8.881784197001252e-16
2024-04-15 00:00:43,10006,-8.881784197001252e-16
2024-04-15 00:00:44,10006,-8.881784197001252e-16
2024-04-15 00:00:45,10006,-8.881784197001252e-16
2024-04-15 00:00:45,10006,-8.881784197001252e-16
2024-04-15 00:00:45,10006,-8.881784197001252e-16
2024-04-15 00:00:46,10006,-8.881784197001252e-16
2024-04-15 00:00:47,10006,-8.881784197001252e-16
2024-04-15 00:00:48,10006,-8.881784197001252e-16
2024-04-15 00:00:49,10006,-8.881784197001252e-16
2024-04-15 00:00:50,10006,-8.881784197001252e-16
2024-04-15 00:00:51,10006,-8.881784197001252e-16
2024-04-15 00:00:52,10006,-8.881784197001252e-16
2024-04-15 00:00:52,10006,-8.881784197001252e-16
2024-04-15 00:00:52,10006,-8.881784197001252e-16
2024-04-15 00:00:53,10006,-8.881784197001252e-16
2024-04-15 00:00:53,10006,-8.881784197001252e-16
2024-04-15 00:00:53,10006,-8.881784197001252e-16
2024-04-15 00:00:53,10006,-8.881784197001252e-16
2024-04-15 00:00:53,10006,-8.881784197001252e-16
2024-04-15 00:00:54,10006,-8.881784197001252e-16
2024-04-15 00:00:55,10006,-8.881784197001252e-16
2024-04-15 00:00:56,10006,-8.881784197001252e-16
2024-04-15 00:00:57,10006,-8.881784197001252e-16
2024-04-15 00:00:58,10006,-8.881784197001252e-16
